WP, 11, 2011072300,   , XRQA,   0,  65N, 1576E,  15,    0, DB
WP, 11, 2011080106,   , XRQA,   0, 198N, 1341E, 100,    0, TY
WP, 11, 2011080112,   , XRQA,   0, 206N, 1342E,  95,    0, TY
WP, 11, 2011080118,   , XRQA,   0, 214N, 1342E, 100,    0, TY
WP, 11, 2011080200,   , XRQA,   0, 221N, 1342E, 100,    0, TY
WP, 11, 2011080206,   , XRQA,   0, 227N, 1341E, 100,    0, TY
WP, 11, 2011080212,   , XRQA,   0, 233N, 1338E, 110,    0, TY
WP, 11, 2011080218,   , XRQA,   0, 238N, 1333E, 100,    0, TY
WP, 11, 2011080300,   , XRQA,   0, 242N, 1328E,  90,    0, TY
WP, 11, 2011080306,   , XRQA,   0, 243N, 1321E,  85,    0, TY
WP, 11, 2011080312,   , XRQA,   0, 244N, 1314E,  80,    0, TY
WP, 11, 2011080318,   , XRQA,   0, 245N, 1305E,  85,    0, TY
WP, 11, 2011080400,   , XRQA,   0, 247N, 1296E,  85,    0, TY
WP, 11, 2011080406,   , XRQA,   0, 247N, 1292E,  85,    0, TY
WP, 11, 2011080412,   , XRQA,   0, 249N, 1287E,  80,    0, TY
WP, 11, 2011080418,   , XRQA,   0, 250N, 1282E,  80,    0, TY
WP, 11, 2011080500,   , XRQA,   0, 253N, 1278E,  85,    0, TY
WP, 11, 2011080506,   , XRQA,   0, 257N, 1272E,  85,    0, TY
WP, 11, 2011080512,   , XRQA,   0, 261N, 1269E,  80,    0, TY
WP, 11, 2011080518,   , XRQA,   0, 266N, 1263E,  75,    0, TY
WP, 11, 2011080600,   , XRQA,   0, 275N, 1258E,  75,    0, TY
WP, 11, 2011080606,   , XRQA,   0, 285N, 1253E,  70,    0, TY
WP, 11, 2011080612,   , XRQA,   0, 294N, 1249E,  75,    0, TY
WP, 11, 2011080618,   , XRQA,   0, 305N, 1246E,  85,    0, TY
WP, 11, 2011080700,   , XRQA,   0, 319N, 1244E,  75,    0, TY
WP, 11, 2011080706,   , XRQA,   0, 333N, 1242E,  65,    0, TY
WP, 11, 2011080712,   , XRQA,   0, 347N, 1238E,  60,    0, TS
WP, 11, 2011080718,   , XRQA,   0, 359N, 1236E,  50,    0, TS
WP, 11, 2011080800,   , XRQA,   0, 374N, 1239E,  45,    0, TS
WP, 11, 2011080806,   , XRQA,   0, 386N, 1243E,  50,    0, TS
WP, 11, 2011080812,   , XRQA,   0, 405N, 1248E,  30,    0, TD
WP, 11, 2011080818,   , XRQA,   0, 424N, 1253E,  30,    0, TD
WP, 11, 2011080900,   , XRQA,   0, 443N, 1266E,  35,    0, EX
WP, 11, 2011080906,   , XRQA,   0, 456N, 1284E,  35,    0, EX
WP, 11, 2011080912,   , XRQA,   0, 465N, 1296E,  35,    0, EX
WP, 11, 2011080918,   , XRQA,   0, 473N, 1315E,  35,    0, EX
WP, 11, 2011081000,   , XRQA,   0, 481N, 1336E,  35,    0, EX
WP, 11, 2011081006,   , XRQA,   0, 487N, 1351E,  35,    0, EX
WP, 11, 2011081012,   , XRQA,   0, 496N, 1375E,  35,    0, EX
WP, 11, 2011081018,   , XRQA,   0, 497N, 1398E,  35,    0, EX
WP, 11, 2011081100,   , XRQA,   0, 500N, 1411E,  35,    0, EX
WP, 11, 2011081106,   , XRQA,   0, 498N, 1421E,  35,    0, EX
WP, 11, 2011081112,   , XRQA,   0, 496N, 1431E,  35,    0, EX
WP, 11, 2011081118,   , XRQA,   0, 494N, 1441E,  35,    0, EX
WP, 11, 2011081200,   , XRQA,   0, 492N, 1451E,  35,    0, EX
WP, 11, 2011081206,   , XRQA,   0, 490N, 1461E,  35,    0, EX
WP, 11, 2011081212,   , XRQA,   0, 494N, 1471E,  35,    0, EX
WP, 11, 2011081218,   , XRQA,   0, 498N, 1470E,  35,    0, EX
WP, 11, 2011081300,   , XRQA,   0, 502N, 1460E,  35,    0, EX
WP, 11, 2011081306,   , XRQA,   0, 506N, 1455E,  35,    0, EX
WP, 11, 2011081312,   , XRQA,   0, 509N, 1445E,  35,    0, EX
WP, 11, 2011081318,   , XRQA,   0, 512N, 1455E,  35,    0, EX
WP, 11, 2011081400,   , XRQA,   0, 515N, 1465E,  35,    0, EX
WP, 11, 2011081406,   , XRQA,   0, 518N, 1475E,  35,    0, EX
WP, 11, 2011081412,   , XRQA,   0, 522N, 1485E,  35,    0, EX
WP, 11, 2011081418,   , XRQA,   0, 525N, 1495E,  35,    0, EX
WP, 11, 2011081500,   , XRQA,   0, 524N, 1491E,  35,    0, EX
WP, 11, 2011081506,   , XRQA,   0, 521N, 1487E,  35,    0, EX
WP, 11, 2011081512,   , XRQA,   0, 517N, 1481E,  35,    0, EX
WP, 11, 2011081518,   , XRQA,   0, 513N, 1473E,  35,    0, EX
