WP, 06, 2014042400,   , XRQA,   0,  78N, 1549E,  25,    0, TD
WP, 06, 2014042406,   , XRQA,   0,  82N, 1533E,  25,    0, TD
WP, 06, 2014042412,   , XRQA,   0,  85N, 1525E,  25,    0, TD
WP, 06, 2014042418,   , XRQA,   0,  87N, 1516E,  25,    0, TD
WP, 06, 2014042500,   , XRQA,   0,  88N, 1511E,  25,    0, TD
WP, 06, 2014042506,   , XRQA,   0,  89N, 1504E,  30,    0, TD
WP, 06, 2014042512,   , XRQA,   0,  91N, 1491E,  30,    0, TD
WP, 06, 2014042518,   , XRQA,   0,  93N, 1484E,  30,    0, TD
WP, 06, 2014042600,   , XRQA,   0,  95N, 1472E,  30,    0, TD
WP, 06, 2014042606,   , XRQA,   0,  98N, 1459E,  35,    0, TS
WP, 06, 2014042612,   , XRQA,   0, 100N, 1453E,  35,    0, TS
WP, 06, 2014042618,   , XRQA,   0, 102N, 1455E,  40,    0, TS
WP, 06, 2014042700,   , XRQA,   0, 103N, 1462E,  50,    0, TS
WP, 06, 2014042706,   , XRQA,   0, 107N, 1465E,  55,    0, TS
WP, 06, 2014042712,   , XRQA,   0, 114N, 1467E,  45,    0, TS
WP, 06, 2014042718,   , XRQA,   0, 120N, 1469E,  55,    0, TS
WP, 06, 2014042800,   , XRQA,   0, 125N, 1470E,  55,    0, TS
WP, 06, 2014042806,   , XRQA,   0, 132N, 1472E,  70,    0, TY
WP, 06, 2014042812,   , XRQA,   0, 140N, 1474E,  75,    0, TY
WP, 06, 2014042818,   , XRQA,   0, 148N, 1474E,  70,    0, TY
WP, 06, 2014042900,   , XRQA,   0, 156N, 1473E,  75,    0, TY
WP, 06, 2014042906,   , XRQA,   0, 165N, 1474E,  85,    0, TY
WP, 06, 2014042912,   , XRQA,   0, 172N, 1475E,  75,    0, TY
WP, 06, 2014042918,   , XRQA,   0, 180N, 1475E,  70,    0, TY
WP, 06, 2014043000,   , XRQA,   0, 187N, 1474E,  70,    0, TY
WP, 06, 2014043006,   , XRQA,   0, 193N, 1472E,  60,    0, TS
WP, 06, 2014043012,   , XRQA,   0, 198N, 1468E,  45,    0, TS
WP, 06, 2014043018,   , XRQA,   0, 205N, 1461E,  40,    0, TS
WP, 06, 2014050100,   , XRQA,   0, 213N, 1453E,  30,    0, TD
WP, 06, 2014050106,   , XRQA,   0, 220N, 1444E,  30,    0, TD
WP, 06, 2014050112,   , XRQA,   0, 228N, 1438E,  30,    0, TD
WP, 06, 2014050118,   , XRQA,   0, 235N, 1440E,  30,    0, EX
WP, 06, 2014050200,   , XRQA,   0, 241N, 1442E,  30,    0, EX
WP, 06, 2014050206,   , XRQA,   0, 249N, 1452E,  30,    0, EX
