WP, 12, 2014072700,   , XRQA,   0, 150N, 1361E,  25,    0, TD
WP, 12, 2014072706,   , XRQA,   0, 154N, 1354E,  25,    0, TD
WP, 12, 2014072712,   , XRQA,   0, 157N, 1347E,  30,    0, TD
WP, 12, 2014072718,   , XRQA,   0, 162N, 1342E,  30,    0, TD
WP, 12, 2014072800,   , XRQA,   0, 167N, 1340E,  35,    0, TS
WP, 12, 2014072806,   , XRQA,   0, 174N, 1336E,  35,    0, TS
WP, 12, 2014072812,   , XRQA,   0, 179N, 1327E,  40,    0, TS
WP, 12, 2014072818,   , XRQA,   0, 181N, 1319E,  40,    0, TS
WP, 12, 2014072900,   , XRQA,   0, 183N, 1312E,  45,    0, TS
WP, 12, 2014072906,   , XRQA,   0, 183N, 1304E,  45,    0, TS
WP, 12, 2014072912,   , XRQA,   0, 188N, 1302E,  45,    0, TS
WP, 12, 2014072918,   , XRQA,   0, 194N, 1301E,  45,    0, TS
WP, 12, 2014073000,   , XRQA,   0, 210N, 1299E,  45,    0, TS
WP, 12, 2014073006,   , XRQA,   0, 223N, 1292E,  40,    0, TS
WP, 12, 2014073012,   , XRQA,   0, 233N, 1285E,  45,    0, TS
WP, 12, 2014073018,   , XRQA,   0, 239N, 1277E,  45,    0, TS
WP, 12, 2014073100,   , XRQA,   0, 244N, 1271E,  45,    0, TS
WP, 12, 2014073106,   , XRQA,   0, 253N, 1271E,  45,    0, TS
WP, 12, 2014073112,   , XRQA,   0, 259N, 1271E,  50,    0, TS
WP, 12, 2014073118,   , XRQA,   0, 276N, 1282E,  50,    0, TS
WP, 12, 2014080100,   , XRQA,   0, 285N, 1273E,  50,    0, TS
WP, 12, 2014080106,   , XRQA,   0, 293N, 1263E,  50,    0, TS
WP, 12, 2014080112,   , XRQA,   0, 302N, 1255E,  50,    0, TS
WP, 12, 2014080118,   , XRQA,   0, 313N, 1251E,  45,    0, TS
WP, 12, 2014080200,   , XRQA,   0, 319N, 1249E,  45,    0, TS
WP, 12, 2014080206,   , XRQA,   0, 324N, 1246E,  45,    0, TS
WP, 12, 2014080212,   , XRQA,   0, 333N, 1249E,  40,    0, TS
WP, 12, 2014080218,   , XRQA,   0, 342N, 1249E,  40,    0, TS
WP, 12, 2014080300,   , XRQA,   0, 349N, 1253E,  40,    0, TS
WP, 12, 2014080306,   , XRQA,   0, 352N, 1254E,  35,    0, TS
WP, 12, 2014080312,   , XRQA,   0, 355N, 1256E,  30,    0, TD
WP, 12, 2014080318,   , XRQA,   0, 357N, 1261E,  30,    0, TD
WP, 12, 2014080400,   , XRQA,   0, 359N, 1267E,  25,    0, EX
WP, 12, 2014080406,   , XRQA,   0, 365N, 1272E,  25,    0, EX
